Title,release_year,Genre,Overview,Rating,Original_Language
Kite,1998,"Animation, Crime, Action, Thriller","Sawa may seem innocent and naive, but don’t be fooled. She is a cold-blooded killer, and if you’re on the wrong side of the law, you may be her next target. Not content to just watch as the imperfect justice system lets more and more criminals go loose every day, a detective decides to train the young Sawa to be his instrument of justice.",6.8,ja
Kiss Kiss Bang Bang,2005,"Comedy, Crime, Mystery, Thriller",A petty thief posing as an actor is brought to Los Angeles for an unlikely audition and finds himself in the middle of a murder investigation along with his high school dream girl and a detective who's been training him for his upcoming role...,7.2,en
Don't Tell Mom the Babysitter's Dead,1991,"Comedy, Family","Sue Ellen Crandell is a teenager eagerly awaiting her mother's summer-long absence. While the babysitter looks after her rambunctious younger siblings, Sue Ellen can party and have fun. But then the babysitter abruptly dies, leaving the Crandells short on cash. Sue Ellen finds a sweet job in fashion by lying about her age and experience on her résumé. But, while her siblings run wild, she discovers the downside of adulthood",6.1,en
Nineteen Eighty-Four,1984,"Drama, Science Fiction, Thriller",George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,6.9,en
She Devils of the SS,1973,"Drama, War","In the last days of WW2, women are volunteering from all over Germany to serve in the front lines by having sex with the brave Nazi soldiers. But when they start having sex with each other, things get complicated. Especially with the increasing danger from the revengeful Soviet army!",3.9,de
When the Lights Went Out,2012,"Thriller, Drama, Horror","Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.",5.7,en
36th Precinct,2004,"Crime, Drama, Thriller","The film takes place in Paris, where two cops are competing for the vacant seat of chief of police while in the middle of a search for a gang of violent thieves. The movie is directed by Olivier Marchal, a former police officer who spent 12 years with the French police before creating this story, which is taken in part from real facts that happened during the 1980s in France.",6.8,fr
Night of the Animated Dead,2021,"Animation, Horror","An animated retelling of ‘Night of the Living Dead’, in which a group of people in a rural farmhouse struggle to survive the threat of bloodthirsty zombies.",6.4,en
Cuban Fury,2014,Comedy,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire.",6,en
North Country,2005,Drama,"A fictionalized account of the first major successful sexual harassment case in the United States -- Jenson vs. Eveleth Mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit.",7.2,en
Terror Trap,2010,"Horror, Thriller","Driving to a weekend getaway, a car breakdown strands young couple Don and Nancy (David James Elliot and Heather Marsden) while passing through a small, rural Louisiana town. Finding the couple on the roadside, the towns inhospitable Sheriff Taylor (Jeff Fahey) tells them therell be no one to repair their car before morning. He directs them to a nearby motel for the night run by Carter (Michael Madsen). Checking into the seedy, rundown establishment, Don and Nancy have no way of knowing how this place deals with outsiders. Badge aside, the Sherriff answers to Carter, as do a gang of twisted, masked kidnappers, torturers, and killers. By the time Don and Nancy realize whats happening, its too late to flee. They must fight to survive the night, or be the next victims of the Terror Trap...",5,en
Johnny Handsome,1989,"Crime, Drama","A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.",6.2,en
Grand Piano,2013,"Thriller, Mystery","Moments before his comeback performance, a concert pianist who suffers from stage fright discovers a note written on his music sheet.",6,en
Dorothy Mills,2008,"Drama, Thriller, Mystery, Horror","When a gloomy, God-fearing island community is rocked by the assault of an infant, a psychiatrist is called in to examine Dorothy Mills, the teenager accused of the crime. Despite the villagers' hostility to her inquiry, she soon comes to suspect that Dorothy suffers from multiple personality disorder...",6.1,en
Song of the South,2046,"Family, Music",Uncle Remus draws upon his tales of Br'er Rabbit to help little Johnny deal with his confusion over his parents' separation as well as his new life on the plantation.,6.5,en
Disney Princess Enchanted Tales: Follow Your Dreams,2007,"Animation, Family, Fantasy",Princess Aurora and Princess Jasmine learn valuable life lessons in two short stories.,6.5,en
Roujin Z,1991,"Animation, Drama, Science Fiction","Mr. Takazawa, an elderly invalid who is cared for at his home by Haruko, a young nursing student, is chosen by the Japanese Ministry of Public Welfare to test the Z-001, a computerized hospital bed with robotic features that allegedly displays more efficiency and skills than any human nurse, but Haruko mistrusts a machine unable to consider human feelings.",6.4,ja
Age of Dinosaurs,2013,"Action, Science Fiction","Using breakthrough flesh-regeneration technology, a biotech firm creates a set of living dinosaurs. But when the creatures escape their museum exhibit and terrorize Los Angeles, a former firefighter must rescue his teenage daughter from the chaos brought on by the Age of Dinosaurs",4.1,en
Raped by an Angel,1993,"Thriller, Crime","A lawyer is fascinated by an advertisement with two models, Lam and Man. He arranges a rape plan against Man. He kills her and plots to make the next a suicide. Lam realizes Man is tortured to death, she uses her body to allure him into a trap.",4.7,cn
Force 10 From Navarone,1978,"Drama, Adventure, War","World War II, 1943. Mallory and Miller, the heroes who destroyed the guns of Navarone, are sent to Yugoslavia in search of a ghost from the past.",6.3,en
Fullmetal Alchemist,2017,"Action, Fantasy, Science Fiction",Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.,5.3,ja
Tom and Jerry: Back to Oz,2016,"Family, Animation, Fantasy, Comedy","After capturing the good witch, the villainous King Gnome creates havoc throughout Oz as he needs Dorothy's ruby slippers to take control of the Emerald City. So, it is up to Tom and Jerry to save the land of Oz!",5.6,en
Joseph and Mary,2016,Drama,"When loved ones are murdered, Elijah’s beliefs are compromised as he considers revenge. But a visit with Joseph and Mary may offer a new perspective.",5,en
Candyman: Day of the Dead,1999,"Horror, Thriller","The Candyman returns to try to convince his female descendent, an artist, to join him as a legendary figure. To this end, he frames her for a series of hideous murders of her friends and associates so that she has nowhere else to turn to.",4.7,en
Onibaba,2064,"Horror, Drama","While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",7.8,ja
Fist of the North Star,1986,"Action, Animation, Drama, Science Fiction, Thriller","After a nuclear holocaust tears the world apart, mankind is forced to the harshness of not only the oppression of others who are much more powerful, but the dead earth which seems to be getting worse with every passing moment. But a savior has risen from the ashes, a man who will defeat those who would torment the weak and make the world a livable place once more. A man named Kenshiro...",7,ja
Elevator to the Gallows,2058,"Crime, Drama, Thriller","A self-assured businessman murders his employer, the husband of his mistress, which unintentionally provokes an ill-fated chain of events.",7.6,fr
Sweet Family,2019,Comedy,A fat woman attempts to lose weight in order to use her mother's wedding dress with the help of  her evil sisters and needy fiancé.,7.7,es
Victim of Desire,1995,"Crime, Drama, Thriller",An SEC agent investigating $70M in missing funds and a murdered businessman gets involved with the man's wife.,4.4,en
The Invisible,2007,"Fantasy, Thriller",After an attack leaves him in limbo -- invisible to the living and also near death -- a teenager discovers the only person who might be able help him is his attacker.,6.3,en
Calibre,2018,"Horror, Thriller",Two lifelong friends head up to an isolated Scottish Highlands village for a weekend hunting trip that descends into a never-ending nightmare as they attempt to cover up a horrific hunting accident.,6.5,en
Total Eclipse,1995,"Romance, Drama","Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.",6.5,en
D.A.R.Y.L.,1985,"Family, Science Fiction","Daryl is a normal 10-year-old boy in many ways. However, unbeknown to his foster parents and friends, Daryl is actually a government-created robot with superhuman reflexes and mental abilities. Even his name has a hidden meaning -- it's actually an acronym for Data Analyzing Robot Youth Life-form. When the organization that created him deems the ""super soldier"" experiment a failure and schedules Daryl to be disassembled, it is up to a few rogue scientists to help him escape.",6.3,en
Super Crazy,2018,Comedy,"A 36-year-old meek woman realizes that there’s younger people trying to outpace her doing much less, so she makes a risky change by removing her filter.",6.5,es
Sympathy for Mr. Vengeance,2002,"Action, Drama, Thriller","This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. In order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",7.5,ko
The Apparition,2012,"Horror, Thriller","Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",4.4,en
If Only,2004,"Fantasy, Drama, Romance","After his impetuous musician girlfriend, Samantha, dies in an accident shortly after they had a fight (and nearly broke up), a grief-stricken British businessman, Ian Wyndham, living in London gets a chance to relive the day all over again, in the hope of changing the events that led up to her getting killed.",6.9,en
Urban Legend,1998,"Horror, Thriller",A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,5.7,en
Revenge of the Pink Panther,1978,"Action, Comedy, Crime, Thriller","Chief Inspector Jacques Clouseau is dead. At least that is what the world—and Charles Dreyfus—believe when a dead body is discovered in Clouseau's car after being shot off the road. Naturally, Clouseau knows differently and, taking advantage of not being alive, sets out to discover why an attempt was made on his life.",6.6,en
Star Trek: Generations,1994,"Science Fiction, Action, Adventure, Thriller",Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,6.5,en
Late Spring,2049,Drama,"Noriko is perfectly happy living at home with her widowed father, Shukichi, and has no plans to marry -- that is, until her aunt Masa convinces Shukichi that unless he marries off his 27-year-old daughter soon, she will likely remain alone for the rest of her life. When Noriko resists Masa's matchmaking, Shukichi is forced to deceive his daughter and sacrifice his own happiness to do what he believes is right.",8.1,ja
Salt and Fire,2016,"Drama, Thriller","A scientist blames the head of a large company for an ecological disaster in South America. But when a volcano begins to show signs of erupting, they must unite to avoid a disaster.",4.8,en
Tramps,2016,"Comedy, Romance",A young man and woman find love in an unlikely place while carrying out a shady deal.,6.1,en
Urge,2016,"Thriller, Mystery",A group of friends on holiday on an island experiment a new designer drug that makes them lose their ability to control their urges.,4.3,en
The Cannonball Run,1981,"Action, Comedy","A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.",6.1,en
Inazuma Eleven Go vs. Danball Senki W,2012,"Action, Adventure, Animation, Science Fiction","A crossover anime film produced by OLM, Inc., premiered in theaters on December 1, 2012.  As Shinsei Inazuma Japan was about to have a match with Inazuma Legend Japan, a mysterious attack of a person and a swarm of robots interrupted, and another mysterious girl's power drove the world into another dimension. As the world of Inazuma Eleven Go and Danball Senki W met, the two teams must work together to find out what happened to their worlds.",6.5,ja
The Cure,1995,"Drama, Family","Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",7.9,en
Rise of the Legend,2014,"Action, Drama","In 1868 during the late Qing Dynasty, rampant corruption on the Imperial Court inflicts much suffering in people's lives. For years, the Black Tiger’s fearsome boss Lei Gong has been trying to get rid of the leader of the Northern Sea. One of his latest recruits is Fei, a fearless fighter who takes the Northern Sea leader’s head after a fierce fight. Just as Lei Gong believes he has total control of the port, a new gang called the Orphans rises in power. Led by Fei’s childhood friend Huo, the Orphans are out to eliminate all the criminal power from the port…",6.2,zh
The Immigrant,2013,"Drama, Romance",1921 New York. An immigrant woman is tricked into a life of burlesque and vaudeville until a dazzling magician tries to save her and reunite her with her sister who is being held in the confines of Ellis Island.,6.3,en
The Marine 6: Close Quarters,2018,Action,"Jake Carter and another former Marine, Luke Trapper,  join forces to rescue a young kidnapped girl from a gang of international criminals.",6.9,en
Moon Crash,2022,Science Fiction,"Mockbuster from The Asylum along lines of Moonfall. A global steelworks company partners with an aerospace firm to mine the Moon. But when a drilling accident causes a giant piece of the Moon to crack off and hurtle towards Earth, the surviving space team and the head of the firm must figure out how to destroy the meteoroid before it wipes out the entire planet",3.5,en
Miss Violence,2013,Drama,"On the day of her birthday, eleven-year-old Angeliki jumps off the balcony and falls to her death with a smile on her face. While the police and Social Services try to discover the reason for this apparent suicide, Angeliki's family keep insisting that it was an accident. What is the secret that young Angeliki took with her? Why does her family persist in trying to ""forget"" her and to move on with its life?",7.1,el
Incarnate,2016,"Horror, Thriller",An exorcist comes up against an evil from his past when he uses his skills to enter the mind of a nine year old boy.,5.4,en
Sanjuro,2062,"Drama, Action, Comedy","Toshiro Mifune swaggers and snarls to brilliant comic effect in Kurosawa's tightly paced, beautifully composed ""Sanjuro."" In this companion piece and sequel to ""Yojimbo,"" jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan's evil influences, and in the process turns their image of a proper samurai on its ear.",8,ja
Air Bud,1997,"Comedy, Family",A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,5.5,en
Breaking Boundaries: The Science of Our Planet,2021,Documentary,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,7.5,en
"My Brother, My Sister",2021,Drama,"When their father's will forces them to live together, siblings Nik and Tesla — and Tesla's kids — try to overcome their differences to become a family.",6.6,it
Open Grave,2013,"Horror, Thriller, Mystery","A man awakes-- without memory -- in a pit full of bodies and must figure out if the people who rescued him are the killers, or if he is the murderer.",6,en
Gone,2012,Thriller,"Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",6.2,en
Kicking & Screaming,2005,"Family, Comedy","Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But when Phil's hyper-competitive dad benches Sam, Phil decides to transfer his son to a new team which needs a coach. Phil steps in to be the temporary coach and immediately begins to butt heads with this dad over this new competition in their lives.",5.8,en
Born in China,2016,Documentary,"Venturing into the wilds of China, ""Born in China"" captures intimate moments with a panda bear and her growing cub, a young golden monkey who feels displaced by his baby sister, and a mother snow leopard struggling to raise her two cubs.",7.3,zh
Donkey's Christmas Shrektacular,2010,"Fantasy, Animation, Drama, Comedy, Science Fiction, Family","Deck the halls with Donkey’s laughter in this all-new holiday collection. Donkey presents his very own carolling stage show featuring his Far Far Away pals in this merry, musical treat with all the trimmings! Join in the fun as they bring their own Shrektacular spirit to festive holiday songs, a fun Donkey Decoration scramble, and a hilarious virtual Yule Log that’s so funny… it’s on fire.",5.7,en
Ivan Vasilyevich Changes His Profession,1973,"Comedy, Science Fiction","A scientist builds a time machine and accidentally sends his apartment complex manager and a petty burglar to 16th century Moscow, while Tsar Ivan the Terrible travels to 1973.",8,ru
Inspector Clouseau,2068,"Comedy, Crime","Detective Inspector Jacques Clouseau is borrowed from the Surete on special assignment for Scotland Yard in hopes that a fresh outlook will help the government recover the loot from the Great Train Robbery, which is being used to underwrite a new crime wave. What they don't count on, however, is having more than one Clouseau on the job.",5.3,en
The Cassandra Crossing,1976,"Action, Thriller","Passengers on a European train have been exposed to a deadly disease, and nobody will let them off the train.",6.2,en
The Beastmaster,1982,"Fantasy, Adventure, Action","Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",6.4,en
One Million Years B.C.,2066,"Adventure, Fantasy","As the Earth wrestles with its agonising birth, the peoples of this barren and desolate world struggle to survive. Driven by animal instinct they compete against the harsh conditions, their giant predators, and warring tribes. When two people from opposing clans fall in love, existing conventions are shattered forever as each tribe struggles for supremacy and Man embarks on his tortuous voyage of civilisation.",6.1,en
The Wailer 2,2007,Horror,"After Professor McBride learns that the body of his daughter Julie was never found, he takes it upon himself to go on a quest to discover the truth about his daughter's disappearance. With the help of Chava, a young Mexican anthropologist and a cult of old witch ladies, he embarks on a mission to exorcise the body of Julie from the evil soul of La Llorona.",6.7,es
Last Night,2010,"Drama, Romance","The story follows a married couple, apart for a night while the husband takes a business trip with a colleague to whom he's attracted. While he's resisting temptation, his wife encounters her past love.",6.1,en
Marked for Death,1990,"Action, Crime","Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",6,en
Anatomy of Hell,2004,Drama,"A man rescues a woman from a suicide attempt in a gay nightclub. Walking the streets together, she propositions him: She'll pay him to visit her at her isolated house for four consecutive nights. There he will silently watch her. He's reluctant, but agrees. As the four nights progress, they become more intimate with each other, and a mutual fascination/revulsion develops. By the end of the four-day ""contract"", these two total strangers will have had a profound impact on each other.",4.8,fr
Marvin's Room,1996,Drama,A leukemia patient attempts to end a 20-year feud with her sister to get her bone marrow.,6.7,en
"Merry Christmas, Mr. Lawrence",1983,"Drama, History, War","Island of Java, 1942, during World War II. British Major Jack Celliers arrives at a Japanese prison camp, run by the strict Captain Yonoi. Colonel John Lawrence, who has a profound knowledge of Japanese culture, and Sergeant Hara, brutal and simpleton, will witness the struggle of wills between two men from very different backgrounds who are tragically destined to clash.",7.4,ja
The Silence of the Sky,2016,"Drama, Thriller","After being a victim of rape within their own home, Diana chooses to keep the trauma secret. Mario, her husband, also has something to hide. The silence takes the couple's account over the day turns gradually into a peculiar form of violence.",6.4,es
The Collector,2065,"Drama, Thriller","Freddie is an inept bank clerk with no future. His only hobby is collecting butterflies, which gives him a feeling of power and control that is otherwise totally missing from his life. He comes into a large sum of money and buys himself a country house. Still unable to make himself at ease socially, he starts to plan on acquiring a girlfriend - in the same manner as he collects butterflies. He prepares the cellar of the house to be a collecting jar and stalks his victim over several days.",7.4,en
1941,1979,"Action, Comedy, War","In the days after the attack on Pearl Harbor, panic grips California, where a military officer leads a mob chasing a Japanese sub.",5.8,en
The Killing,2056,"Crime, Drama, Thriller","Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",7.7,en
The Land Before Time V: The Mysterious Island,1997,"Animation, Family, Adventure","A plague of locusts strikes the Great Valley and decimates the plants . When the adults in the herd begin fighting over the scarce resources, young Littlefoot and his friends Petrie, Cera, Ducky and Spike split off from the main group, becoming stranded on an island after their path was destroyed by a tsunami. As they search for a way off the island, they encounter an old acquaintance who may become friend or foe.",6.1,en
Friday After Next,2002,Comedy,"Craig and his cousin Day Day have finally moved out of their parents' houses and into their own crib, working nights at a local mall as security guards. When their house is robbed on Christmas Eve they set out to track down the culprit.",6.2,en
Danton,1983,"Drama, History","Danton and Robespierre were close friends and fought together in the French Revolution, but by 1793 Robespierre was France's ruler, determined to wipe out opposition with a series of mass executions that became known as the Reign of Terror. Danton, well known as a spokesman of the people, had been living in relative solitude in the French countryside, but he returned to Paris to challenge Robespierre's violent rule and call for the people to demand their rights. Robespierre, however, could not accept such a challenge, even from a friend and colleague, and he blocked out a plan for the capture and execution of Danton and his allies.",6.8,fr
Isi & Ossi,2020,"Romance, Comedy","Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",7,de
Return to Oz,1985,"Adventure, Family, Fantasy","Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies.",6.6,en
The Letters,2015,Drama,"Mother Teresa, recipient of the Nobel Peace Prize, is considered one of the greatest humanitarians of modern times.  Her selfless commitment changed hearts, lives and inspired millions throughout the world.  The Letters, as told through personal letters she wrote over the last 40 years of her life, reveal a troubled and vulnerable women who grew to feel an isolation and an abandonment by God.",5.8,en
The Grapes of Wrath,2040,Drama,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.",7.9,en
Haikyuu!! Movie 4: Battle of Concepts,2017,"Animation, Comedy, Drama",Recap film focusing primarily on the match against shiratorizawa from the third season.,8.3,ja
Duplex,2003,Comedy,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",6.1,en
Om Shanti Om,2007,"Comedy, Drama, Romance","Om, a junior film artist, is smitten by Shantipriya, a renowned actress, but is killed while trying to save her from a fire accident. Thirty years later, he is reborn and sets out to avenge her death.",7,hi
The Yin Yang Master,2021,"Action, Adventure, Drama, Fantasy, Romance","The world is on the verge of a devastating war with monsters who are coming to retrieve the Scaling Stone. Yin Yang Master Qingming's life is in danger and he travels to different worlds to prepare for the upcoming assaults. On his journey, Qingming finds that the key to all the calamities is embracing his hybrid identity of both human and monster.",6.8,zh
American Psycho II: All American Girl,2002,"Horror, Thriller","Rachel is a criminology student hoping to land a position as a teacher's assistant for professor Robert Starkman. She's sure this position will pave the way to an FBI career, and she's willing to do anything to obtain it -- including killing her classmates. The school psychiatrist, Dr. Daniels, becomes aware that Rachel is insane, but Rachel is skilled at her dangerous game of death and identity theft.",4.5,en
Ikiru,2052,Drama,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",8.4,ja
The Guard,2011,"Action, Comedy, Thriller, Crime","When a small-town Irish cop with a crass personality is partnered with a straight-laced FBI agent to bust an international drug-trafficking ring, they must settle their differences in order to take down a dangerous gang.",7,en
Persian Lessons,2020,"War, Drama","Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.",7.5,de
Rolling to You,2018,"Comedy, Romance","Jocelyn is a selfish and misogynist businessman. He tries to seduce a young pretty woman by pretending to be handicapped, till the day he meets her sister, who is also in a wheelchair.",6.6,fr
Pokémon: The Mastermind of Mirage Pokémon,2006,"Animation, Action, Adventure","The story of ""The Mastermind of Mirage Pokémon"" centers on a Pokémon scientist who has developed a new Mirage System to resurrect extinct Pokémon. Satoshi, Haruka, Masato, and Takeshi show up at the Mirage Mansion for a demonstration of this new machine, only to witness the kidnapping of the scientist! Then a mysterious stranger appears and claims that the machine can actually create Pokémon without weaknesses. It’s up to Satoshi and company to preserve the natural balance of the Pokémon world.",6.7,ja
Buffaloed,2020,"Comedy, Drama, Romance","Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",6.9,en
Affliction,1998,"Drama, Mystery, Thriller",A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in him slowly disintegrating mentally.,6.4,en
Vixen: The Movie,2017,"Action, Animation","Originally from Africa, Mari McCabe grew up an orphan after her parents were killed by local greed, corruption and wanton violence. But Mari refuses to succumb to the terrors surrounding her. Inheriting her family's Anansi Totem, Mari can access the powers of animals - anything from the super-strength of a gorilla to the speed of a cheetah. As Vixen, she fights valiantly to protect the world from threats like those that claimed her family.",7,en
Chasing Liberty,2004,"Comedy, Romance","The President's daughter, unable to experience life like a normal 18 year-old, escapes from her entourage of Secret Service agents while traveling in Europe. She falls in love with a handsome British stranger, who also happens to be working undercover for her father.",6.2,en
Cat Ballou,2065,"Comedy, Romance, Western","A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.",6.5,en
Baskin,2015,"Fantasy, Horror, Science Fiction",Feature length version of the 2013 Turkish short film about police making a horrifying discovery in an apartment building.,5.8,tr
Anne of Green Gables: The Sequel,1987,"Drama, Romance, Family","Anne Shirley, now a schoolteacher, has begun writing stories and collecting rejection slips. She makes the acquaintance of a handsome, rich, bachelor, chases a cow, and wins (to her chagrin) a baking soda company's writing contest. She acts as Diana's maid of honor, and refuses Gilbert Blythe's marriage proposal; which sends her to teach Kingsport Ladies' College, an exclusive girls school, where she meets opposition from one of the teachers, Miss Brooke, and the Pringle clan (one of whom is a rich, handsome bachelor). But while Anne enjoys the battle, and the friends she makes, she returns to Avonlea.",8,en
The Last Mimzy,2007,"Drama, Science Fiction, Adventure","Two siblings begin to develop special talents after they find a mysterious box of toys, and soon their parents and even their teacher are drawn into a strange new world – and find a task ahead of them that is far more important than any of them could imagine.",6.3,en
A Mermaid's Tale,2017,Family,"12-year-old Ryan moves to the town where her father was born—a bleak, dying fishing town. However, exploring the coast, she discovers a cove that is home to a mysterious girl named Coral who reveals herself to be a mermaid.",5.4,en
Melody Time,2048,"Music, Family, Animation, Comedy","In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. Disney favorite Donald Duck puts on a display of jazzy antics as the star of ""Blame It On The Samba."" Music becomes a real adventure for a busy bumble bee in ""Bumble Boogie."" Cheer on the mischievous young tugboat in ""Little Toot"" and root for the heroes of legend and myth in ""Johnny Appleseed"" and ""Pecos Bill."" You'll tap your toes and clap your hands in this witty feast for the eyes and ears.",6.2,en
Someone Like You...,2001,"Comedy, Romance","Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",5.9,en
Knife in the Water,2062,Drama,"On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences. This was the first feature directed by Roman Polanski.",7.2,pl
The Wild Bunch,1969,"Adventure, Western","Aging outlaw Pike Bishop prepares to retire after one final robbery. Joined by his gang, Dutch Engstrom and brothers Lyle and Tector Gorch, Bishop discovers the heist is a setup orchestrated in part by a former partner, Deke Thornton. As the remaining gang takes refuge in Mexican territory, Thornton trails them—resulting in fierce gunfights with plenty of casualties.",7.7,en
Wakefield,2017,Drama,A man's nervous breakdown causes him to leave his wife and live in his attic for several months.,6.1,en
Raw Justice,1994,"Thriller, Action","The mayor of a small town hires a bounty hunter to find his daughter's killer, but it turns out to be a very dangerous job.",4.5,en
Untamed Heart,1993,"Comedy, Drama, Romance","Caroline, a young waitress who seems to have bad taste in men, is on her way home one night when thugs attempt to rape her. Adam, the mysterious busboy who works at the same diner, helps fight off the assailants, and she begins a relationship with him -- but not all their fellow Minnesotans are happy for them. Meanwhile, the couple face their own difficulties when Caroline finds about Adam's past, including his unique health condition.",6.8,en
The Emperor's Club,2002,"Drama, Romance","William Hundert is a passionate and principled Classics professor who finds his tightly-controlled world shaken and inexorably altered when a new student, Sedgewick Bell, walks into his classroom. What begins as a fierce battle of wills gives way to a close student-teacher relationship, but results in a life lesson for Hundert that will still haunt him a quarter of a century later.",7,en
